sub_id,test_id,choice,decision_time,电脑S_color,电脑S_price,电脑S_cpu,电脑S_RAM,电脑S_硬盘,电脑S_显卡,电脑M_color,电脑M_price,电脑M_cpu,电脑M_RAM,电脑M_硬盘,电脑M_显卡,电脑W_color,电脑W_price,电脑W_cpu,电脑W_RAM,电脑W_硬盘,电脑W_显卡,电脑H_color,电脑H_price,电脑H_cpu,电脑H_RAM,电脑H_硬盘,电脑H_显卡,电脑L_color,电脑L_price,电脑L_cpu,电脑L_RAM,电脑L_硬盘,电脑L_显卡,电脑Q_color,电脑Q_price,电脑Q_cpu,电脑Q_RAM,电脑Q_硬盘,电脑Q_显卡,电脑X_color,电脑X_price,电脑X_cpu,电脑X_RAM,电脑X_硬盘,电脑X_显卡,电脑J_color,电脑J_price,电脑J_cpu,电脑J_RAM,电脑J_硬盘,电脑J_显卡,电脑V_color,电脑V_price,电脑V_cpu,电脑V_RAM,电脑V_硬盘,电脑V_显卡,电脑D_color,电脑D_price,电脑D_cpu,电脑D_RAM,电脑D_硬盘,电脑D_显卡,电脑O_color,电脑O_price,电脑O_cpu,电脑O_RAM,电脑O_硬盘,电脑O_显卡,电脑A_color,电脑A_price,电脑A_cpu,电脑A_RAM,电脑A_硬盘,电脑A_显卡,电脑U_color,电脑U_price,电脑U_cpu,电脑U_RAM,电脑U_硬盘,电脑U_显卡,电脑T_color,电脑T_price,电脑T_cpu,电脑T_RAM,电脑T_硬盘,电脑T_显卡,电脑I_color,电脑I_price,电脑I_cpu,电脑I_RAM,电脑I_硬盘,电脑I_显卡,电脑N_color,电脑N_price,电脑N_cpu,电脑N_RAM,电脑N_硬盘,电脑N_显卡,电脑C_color,电脑C_price,电脑C_cpu,电脑C_RAM,电脑C_硬盘,电脑C_显卡,电脑R_color,电脑R_price,电脑R_cpu,电脑R_RAM,电脑R_硬盘,电脑R_显卡,电脑F_color,电脑F_price,电脑F_cpu,电脑F_RAM,电脑F_硬盘,电脑F_显卡,电脑B_color,电脑B_price,电脑B_cpu,电脑B_RAM,电脑B_硬盘,电脑B_显卡,电脑K_color,电脑K_price,电脑K_cpu,电脑K_RAM,电脑K_硬盘,电脑K_显卡,电脑P_color,电脑P_price,电脑P_cpu,电脑P_RAM,电脑P_硬盘,电脑P_显卡,电脑G_color,电脑G_price,电脑G_cpu,电脑G_RAM,电脑G_硬盘,电脑G_显卡,电脑E_color,电脑E_price,电脑E_cpu,电脑E_RAM,电脑E_硬盘,电脑E_显卡
1,test2,电脑W,4.736986699979752,0,0,0,0,0,0,0,0,0,0,0,0,0.515988799976185,0.5180093001108617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
